Country;Code;IsoCode;ShortName;Category;Name;OfficialLanguages;Groups;Parent
CH;CH-AG;CH-AG;AG;DE Kanton,FR canton,IT canonte,RM chantun,EN canton;DE Aargau,FR Argovie,IT Argovia,RM Argovia,EN Aargau;DE;;
CH;CH-AG-AA;;AG-AA;DE Bezirk,FR district,IT distretto,RM district,EN district;DE Aarau;DE;;AG
CH;CH-AG-AA-AA;;AG-AA-AA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Aarau;DE;;AG-AA
CH;CH-AG-AA-BI;;AG-AA-BI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Biberstein;DE;;AG-AA
CH;CH-AG-AA-BU;;AG-AA-BU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Buchs (AG);DE;;AG-AA
CH;CH-AG-AA-DE;;AG-AA-DE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Densbüren;DE;;AG-AA
CH;CH-AG-AA-ER;;AG-AA-ER;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Erlinsbach (AG);DE;;AG-AA
CH;CH-AG-AA-GR;;AG-AA-GR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Gränichen;DE;;AG-AA
CH;CH-AG-AA-HI;;AG-AA-HI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Hirschthal;DE;;AG-AA
CH;CH-AG-AA-KU;;AG-AA-KU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Küttigen;DE;;AG-AA
CH;CH-AG-AA-MU;;AG-AA-MU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Muhen;DE;;AG-AA
CH;CH-AG-AA-OB;;AG-AA-OB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Oberentfelden;DE;;AG-AA
CH;CH-AG-AA-SU;;AG-AA-SU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Suhr;DE;;AG-AA
CH;CH-AG-AA-UN;;AG-AA-UN;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Unterentfelden;DE;;AG-AA
CH;CH-AG-BA;;AG-BA;DE Bezirk,FR district,IT distretto,RM district,EN district;DE Baden;DE;;AG
CH;CH-AG-BA-BA;;AG-BA-BA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Baden;DE;;AG-BA
CH;CH-AG-BA-BE;;AG-BA-BE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Bergdietikon;DE;;AG-BA
CH;CH-AG-BA-BI;;AG-BA-BI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Birmenstorf (AG);DE;;AG-BA
CH;CH-AG-BA-BL;;AG-BA-BL;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Bellikon;DE;;AG-BA
CH;CH-AG-BA-EH;;AG-BA-EH;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Ehrendingen;DE;;AG-BA
CH;CH-AG-BA-EN;;AG-BA-EN;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Ennetbaden;DE;;AG-BA
CH;CH-AG-BA-FI;;AG-BA-FI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Fislisbach;DE;;AG-BA
CH;CH-AG-BA-FR;;AG-BA-FR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Freienwil;DE;;AG-BA
CH;CH-AG-BA-GE;;AG-BA-GE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Gebenstorf;DE;;AG-BA
CH;CH-AG-BA-KI;;AG-BA-KI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Killwangen;DE;;AG-BA
CH;CH-AG-BA-KU;;AG-BA-KU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Künten;DE;;AG-BA
CH;CH-AG-BA-MA;;AG-BA-MA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Mägenwil;DE;;AG-BA
CH;CH-AG-BA-ME;;AG-BA-ME;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Mellingen;DE;;AG-BA
CH;CH-AG-BA-NH;;AG-BA-NH;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Neuenhof;DE;;AG-BA
CH;CH-AG-BA-NR;;AG-BA-NR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Niederrohrdorf;DE;;AG-BA
CH;CH-AG-BA-OR;;AG-BA-OR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Oberrohrdorf;DE;;AG-BA
CH;CH-AG-BA-OS;;AG-BA-OS;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Obersiggenthal;DE;;AG-BA
CH;CH-AG-BA-RE;;AG-BA-RE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Remetschwil;DE;;AG-BA
CH;CH-AG-BA-SP;;AG-BA-SP;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Spreitenbach;DE;;AG-BA
CH;CH-AG-BA-ST;;AG-BA-ST;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Stetten (AG);DE;;AG-BA
CH;CH-AG-BA-UN;;AG-BA-UN;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Untersiggenthal;DE;;AG-BA
CH;CH-AG-BA-WE;;AG-BA-WE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Wettingen;DE;;AG-BA
CH;CH-AG-BA-WO;;AG-BA-WO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Wohlenschwil;DE;;AG-BA
CH;CH-AG-BA-WR;;AG-BA-WR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Würenlos;DE;;AG-BA
CH;CH-AG-BA-WU;;AG-BA-WU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Würenlingen;DE;;AG-BA
CH;CH-AG-BG;;AG-BG;DE Bezirk,FR district,IT distretto,RM district,EN district;DE Bremgarten;DE;;AG
CH;CH-AG-BG-AR;;AG-BG-AR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Arni (AG);DE;;AG-BG
CH;CH-AG-BG-BE;;AG-BG-BE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Berikon;DE;;AG-BG
CH;CH-AG-BG-BR;;AG-BG-BR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Bremgarten (AG);DE;;AG-BG
CH;CH-AG-BG-BU;;AG-BG-BU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Büttikon;DE;;AG-BG
CH;CH-AG-BG-DO;;AG-BG-DO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Dottikon;DE;;AG-BG
CH;CH-AG-BG-EG;;AG-BG-EG;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Eggenwil;DE;;AG-BG
CH;CH-AG-BG-FG;;AG-BG-FG;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Fischbach-Göslikon;DE;;AG-BG
CH;CH-AG-BG-HA;;AG-BG-HA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Hägglingen;DE;;AG-BG
CH;CH-AG-BG-IS;;AG-BG-IS;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Islisberg;DE;;AG-BG
CH;CH-AG-BG-JO;;AG-BG-JO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Jonen;DE;;AG-BG
CH;CH-AG-BG-NW;;AG-BG-NW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Niederwil (AG);DE;;AG-BG
CH;CH-AG-BG-OL;;AG-BG-OL;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Oberlunkhofen;DE;;AG-BG
CH;CH-AG-BG-OW;;AG-BG-OW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Oberwil-Lieli;DE;;AG-BG
CH;CH-AG-BG-RF;;AG-BG-RF;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Rudolfstetten-Friedlisberg;DE;;AG-BG
CH;CH-AG-BG-SA;;AG-BG-SA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Sarmenstorf;DE;;AG-BG
CH;CH-AG-BG-TA;;AG-BG-TA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Tägerig;DE;;AG-BG
CH;CH-AG-BG-UE;;AG-BG-UE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Uezwil;DE;;AG-BG
CH;CH-AG-BG-UN;;AG-BG-UN;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Unterlunkhofen;DE;;AG-BG
CH;CH-AG-BG-VI;;AG-BG-VI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Villmergen;DE;;AG-BG
CH;CH-AG-BG-WI;;AG-BG-WI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Widen;DE;;AG-BG
CH;CH-AG-BG-WO;;AG-BG-WO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Wohlen (AG);DE;;AG-BG
CH;CH-AG-BG-ZU;;AG-BG-ZU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Zufikon;DE;;AG-BG
CH;CH-AG-BR;;AG-BR;DE Bezirk,FR district,IT distretto,RM district,EN district;DE Brugg;DE;;AG
CH;CH-AG-BR-AU;;AG-BR-AU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Auenstein;DE;;AG-BR
CH;CH-AG-BR-BH;;AG-BR-BH;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Birrhard;DE;;AG-BR
CH;CH-AG-BR-BI;;AG-BR-BI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Birr;DE;;AG-BR
CH;CH-AG-BR-BO;;AG-BR-BO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Bözberg;DE;;AG-BR
CH;CH-AG-BR-BR;;AG-BR-BR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Brugg;DE;;AG-BR
CH;CH-AG-BR-HA;;AG-BR-HA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Hausen (AG);DE;;AG-BR
CH;CH-AG-BR-HB;;AG-BR-HB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Habsburg;DE;;AG-BR
CH;CH-AG-BR-LU;;AG-BR-LU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Lupfig;DE;;AG-BR
CH;CH-AG-BR-MA;;AG-BR-MA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Mandach;DE;;AG-BR
CH;CH-AG-BR-MO;;AG-BR-MO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Mönthal;DE;;AG-BR
CH;CH-AG-BR-MU;;AG-BR-MU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Mülligen;DE;;AG-BR
CH;CH-AG-BR-RE;;AG-BR-RE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Remigen;DE;;AG-BR
CH;CH-AG-BR-RF;;AG-BR-RF;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Rüfenach;DE;;AG-BR
CH;CH-AG-BR-RI;;AG-BR-RI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Riniken;DE;;AG-BR
CH;CH-AG-BR-SN;;AG-BR-SN;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Schinznach;DE;;AG-BR
CH;CH-AG-BR-TH;;AG-BR-TH;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Thalheim (AG);DE;;AG-BR
CH;CH-AG-BR-VE;;AG-BR-VE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Veltheim (AG);DE;;AG-BR
CH;CH-AG-BR-VI;;AG-BR-VI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Villigen;DE;;AG-BR
CH;CH-AG-BR-VN;;AG-BR-VN;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Villnachern;DE;;AG-BR
CH;CH-AG-BR-WI;;AG-BR-WI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Windisch;DE;;AG-BR
CH;CH-AG-KU;;AG-KU;DE Bezirk,FR district,IT distretto,RM district,EN district;DE Kulm;DE;;AG
CH;CH-AG-KU-BE;;AG-KU-BE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Beinwil am See;DE;;AG-KU
CH;CH-AG-KU-BI;;AG-KU-BI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Birrwil;DE;;AG-KU
CH;CH-AG-KU-DU;;AG-KU-DU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Dürrenäsch;DE;;AG-KU
CH;CH-AG-KU-GO;;AG-KU-GO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Gontenschwil;DE;;AG-KU
CH;CH-AG-KU-HO;;AG-KU-HO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Holziken;DE;;AG-KU
CH;CH-AG-KU-LB;;AG-KU-LB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Leimbach (AG);DE;;AG-KU
CH;CH-AG-KU-LW;;AG-KU-LW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Leutwil;DE;;AG-KU
CH;CH-AG-KU-ME;;AG-KU-ME;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Menziken;DE;;AG-KU
CH;CH-AG-KU-OB;;AG-KU-OB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Oberkulm;DE;;AG-KU
CH;CH-AG-KU-RE;;AG-KU-RE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Reinach (AG);DE;;AG-KU
CH;CH-AG-KU-SL;;AG-KU-SL;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Schlossrued;DE;;AG-KU
CH;CH-AG-KU-SM;;AG-KU-SM;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Schmiedrued;DE;;AG-KU
CH;CH-AG-KU-SO;;AG-KU-SO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Schöftland;DE;;AG-KU
CH;CH-AG-KU-TE;;AG-KU-TE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Teufenthal (AG);DE;;AG-KU
CH;CH-AG-KU-UN;;AG-KU-UN;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Unterkulm;DE;;AG-KU
CH;CH-AG-KU-ZE;;AG-KU-ZE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Zetzwil;DE;;AG-KU
CH;CH-AG-LA;;AG-LA;DE Bezirk,FR district,IT distretto,RM district,EN district;DE Laufenburg;DE;;AG
CH;CH-AG-LA-BO;;AG-LA-BO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Böztal;DE;;AG-LA
CH;CH-AG-LA-EI;;AG-LA-EI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Eiken;DE;;AG-LA
CH;CH-AG-LA-FR;;AG-LA-FR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Frick;DE;;AG-LA
CH;CH-AG-LA-GA;;AG-LA-GA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Gansingen;DE;;AG-LA
CH;CH-AG-LA-GO;;AG-LA-GO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Gipf-Oberfrick;DE;;AG-LA
CH;CH-AG-LA-HU;;AG-LA-HU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Herznach-Ueken;DE;;AG-LA
CH;CH-AG-LA-KA;;AG-LA-KA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Kaisten;DE;;AG-LA
CH;CH-AG-LA-LA;;AG-LA-LA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Laufenburg;DE;;AG-LA
CH;CH-AG-LA-ME;;AG-LA-ME;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Mettauertal;DE;;AG-LA
CH;CH-AG-LA-MU;;AG-LA-MU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Münchwilen (AG);DE;;AG-LA
CH;CH-AG-LA-OB;;AG-LA-OB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Oberhof;DE;;AG-LA
CH;CH-AG-LA-OE;;AG-LA-OE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Oeschgen;DE;;AG-LA
CH;CH-AG-LA-SI;;AG-LA-SI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Sisseln;DE;;AG-LA
CH;CH-AG-LA-SW;;AG-LA-SW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Schwaderloch;DE;;AG-LA
CH;CH-AG-LA-WI;;AG-LA-WI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Wittnau;DE;;AG-LA
CH;CH-AG-LA-WO;;AG-LA-WO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Wölflinswil;DE;;AG-LA
CH;CH-AG-LA-ZE;;AG-LA-ZE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Zeihen;DE;;AG-LA
CH;CH-AG-LB;;AG-LB;DE Bezirk,FR district,IT distretto,RM district,EN district;DE Lenzburg;DE;;AG
CH;CH-AG-LB-AM;;AG-LB-AM;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Ammerswil;DE;;AG-LB
CH;CH-AG-LB-BO;;AG-LB-BO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Boniswil;DE;;AG-LB
CH;CH-AG-LB-BR;;AG-LB-BR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Brunegg;DE;;AG-LB
CH;CH-AG-LB-DI;;AG-LB-DI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Dintikon;DE;;AG-LB
CH;CH-AG-LB-EG;;AG-LB-EG;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Egliswil;DE;;AG-LB
CH;CH-AG-LB-FA;;AG-LB-FA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Fahrwangen;DE;;AG-LB
CH;CH-AG-LB-HA;;AG-LB-HA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Hallwil;DE;;AG-LB
CH;CH-AG-LB-HE;;AG-LB-HE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Hendschiken;DE;;AG-LB
CH;CH-AG-LB-HO;;AG-LB-HO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Holderbank (AG);DE;;AG-LB
CH;CH-AG-LB-HU;;AG-LB-HU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Hunzenschwil;DE;;AG-LB
CH;CH-AG-LB-LE;;AG-LB-LE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Lenzburg;DE;;AG-LB
CH;CH-AG-LB-ME;;AG-LB-ME;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Meisterschwanden;DE;;AG-LB
CH;CH-AG-LB-MO;;AG-LB-MO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Möriken-Wildegg;DE;;AG-LB
CH;CH-AG-LB-NI;;AG-LB-NI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Niederlenz;DE;;AG-LB
CH;CH-AG-LB-OT;;AG-LB-OT;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Othmarsingen;DE;;AG-LB
CH;CH-AG-LB-RU;;AG-LB-RU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Rupperswil;DE;;AG-LB
CH;CH-AG-LB-SE;;AG-LB-SE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Seengen;DE;;AG-LB
CH;CH-AG-LB-SF;;AG-LB-SF;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Schafisheim;DE;;AG-LB
CH;CH-AG-LB-SN;;AG-LB-SN;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Seon;DE;;AG-LB
CH;CH-AG-LB-ST;;AG-LB-ST;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Staufen;DE;;AG-LB
CH;CH-AG-MU;;AG-MU;DE Bezirk,FR district,IT distretto,RM district,EN district;DE Muri;DE;;AG
CH;CH-AG-MU-AB;;AG-MU-AB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Abtwil;DE;;AG-MU
CH;CH-AG-MU-AR;;AG-MU-AR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Aristau;DE;;AG-MU
CH;CH-AG-MU-AU;;AG-MU-AU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Auw;DE;;AG-MU
CH;CH-AG-MU-BB;;AG-MU-BB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Besenbüren;DE;;AG-MU
CH;CH-AG-MU-BE;;AG-MU-BE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Beinwil (Freiamt);DE;;AG-MU
CH;CH-AG-MU-BO;;AG-MU-BO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Boswil;DE;;AG-MU
CH;CH-AG-MU-BU;;AG-MU-BU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Buttwil;DE;;AG-MU
CH;CH-AG-MU-BW;;AG-MU-BW;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Bettwil;DE;;AG-MU
CH;CH-AG-MU-BZ;;AG-MU-BZ;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Bünzen;DE;;AG-MU
CH;CH-AG-MU-DI;;AG-MU-DI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Dietwil;DE;;AG-MU
CH;CH-AG-MU-GE;;AG-MU-GE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Geltwil;DE;;AG-MU
CH;CH-AG-MU-KA;;AG-MU-KA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Kallern;DE;;AG-MU
CH;CH-AG-MU-ME;;AG-MU-ME;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Merenschwand;DE;;AG-MU
CH;CH-AG-MU-ML;;AG-MU-ML;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Mühlau;DE;;AG-MU
CH;CH-AG-MU-MU;;AG-MU-MU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Muri (AG);DE;;AG-MU
CH;CH-AG-MU-OB;;AG-MU-OB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Oberrüti;DE;;AG-MU
CH;CH-AG-MU-RO;;AG-MU-RO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Rottenschwil;DE;;AG-MU
CH;CH-AG-MU-SI;;AG-MU-SI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Sins;DE;;AG-MU
CH;CH-AG-MU-WA;;AG-MU-WA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Waltenschwil;DE;;AG-MU
CH;CH-AG-RF;;AG-RF;DE Bezirk,FR district,IT distretto,RM district,EN district;DE Rheinfelden;DE;;AG
CH;CH-AG-RF-HE;;AG-RF-HE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Hellikon;DE;;AG-RF
CH;CH-AG-RF-KA;;AG-RF-KA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Kaiseraugst;DE;;AG-RF
CH;CH-AG-RF-MA;;AG-RF-MA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Magden;DE;;AG-RF
CH;CH-AG-RF-MO;;AG-RF-MO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Möhlin;DE;;AG-RF
CH;CH-AG-RF-MU;;AG-RF-MU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Mumpf;DE;;AG-RF
CH;CH-AG-RF-OB;;AG-RF-OB;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Obermumpf;DE;;AG-RF
CH;CH-AG-RF-OL;;AG-RF-OL;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Olsberg;DE;;AG-RF
CH;CH-AG-RF-RF;;AG-RF-RF;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Rheinfelden;DE;;AG-RF
CH;CH-AG-RF-ST;;AG-RF-ST;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Stein (AG);DE;;AG-RF
CH;CH-AG-RF-SU;;AG-RF-SU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Schupfart;DE;;AG-RF
CH;CH-AG-RF-WA;;AG-RF-WA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Wallbach;DE;;AG-RF
CH;CH-AG-RF-WE;;AG-RF-WE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Wegenstetten;DE;;AG-RF
CH;CH-AG-RF-ZE;;AG-RF-ZE;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Zeiningen;DE;;AG-RF
CH;CH-AG-RF-ZU;;AG-RF-ZU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Zuzgen;DE;;AG-RF
CH;CH-AG-ZF;;AG-ZF;DE Bezirk,FR district,IT distretto,RM district,EN district;DE Zofingen;DE;;AG
CH;CH-AG-ZF-AA;;AG-ZF-AA;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Aarburg;DE;;AG-ZF
CH;CH-AG-ZF-BO;;AG-ZF-BO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Bottenwil;DE;;AG-ZF
CH;CH-AG-ZF-BR;;AG-ZF-BR;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Brittnau;DE;;AG-ZF
CH;CH-AG-ZF-KI;;AG-ZF-KI;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Kirchleerau;DE;;AG-ZF
CH;CH-AG-ZF-KO;;AG-ZF-KO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Kölliken;DE;;AG-ZF
CH;CH-AG-ZF-MO;;AG-ZF-MO;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Moosleerau;DE;;AG-ZF
CH;CH-AG-ZF-MU;;AG-ZF-MU;DE Gemeinde,FR commune,IT comune,RM vischnanca,EN municipality;DE Murgenthal;DE;;AG-ZF
