Id;Country;StartDate;EndDate;Type;RegionalScope;Name;Subdivisions
4db12b83-99cc-44f1-8915-d643fd9e2102;ES;2019-12-23;2020-01-07;School;Regional;ES Vacaciones de Navidad,CA Vacances de Nadal,DE Weihnachtsferien,EN Christmas holidays;CN
3cee3ef2-8be2-475e-b940-afa93df540ed;ES;2020-04-06;2020-04-10;School;Regional;ES Vacaciones de Semana Santa,CA Vacances de Setmana Santa,DE Osterferien,EN Easter holidays;CN
89c12aeb-abf4-498f-b1f5-faa70cb76778;ES;2020-06-20;2020-09-14;School;Regional;ES Vacaciones de verano,CA Vacances d´estiu,DE Sommerferien,EN Summer holidays;CN
6a4d8005-7a92-4d0b-b945-8ea1041411e2;ES;2020-12-23;2021-01-07;School;Regional;ES Vacaciones de Navidad,CA Vacances de Nadal,DE Weihnachtsferien,EN Christmas holidays;CN
fbd7aa94-7177-40c6-84a0-694bdfe9e5d3;ES;2021-03-29;2021-04-02;School;Regional;ES Vacaciones de Semana Santa,CA Vacances de Setmana Santa,DE Osterferien,EN Easter holidays;CN
e68b59fb-8d4b-416d-8f67-7bfed7087059;ES;2021-06-24;2021-09-08;School;Regional;ES Vacaciones de verano,CA Vacances d´estiu,DE Sommerferien,EN Summer holidays;CN
68b7995b-4731-4712-9009-7b0f0a72725f;ES;2021-12-23;2022-01-07;School;Regional;ES Vacaciones de Navidad,CA Vacances de Nadal,DE Weihnachtsferien,EN Christmas holidays;CN
856f47e4-63f3-4b97-9dc3-6e5ab2f7c57f;ES;2022-04-11;2022-04-15;School;Regional;ES Vacaciones de Semana Santa,CA Vacances de Setmana Santa,DE Osterferien,EN Easter holidays;CN
aa65bd0c-fa3d-4626-83eb-e99fbabf29e4;ES;2022-06-24;2022-09-08;School;Regional;ES Vacaciones de verano,CA Vacances d´estiu,DE Sommerferien,EN Summer holidays;CN
e5c55034-2898-440a-bc70-07391066537a;ES;2022-12-23;2023-01-06;School;Regional;ES Vacaciones de Navidad,CA Vacances de Nadal,DE Weihnachtsferien,EN Christmas holidays;CN
eb82f14a-bc6f-47a6-8b6d-95c7d01dad78;ES;2023-04-03;2023-04-07;School;Regional;ES Vacaciones de Semana Santa,CA Vacances de Setmana Santa,DE Osterferien,EN Easter holidays;CN
d5dce8ee-ce89-4939-a911-00e3c9eaccc9;ES;2023-06-24;2023-09-10;School;Regional;ES Vacaciones de verano,CA Vacances d´estiu,DE Sommerferien,EN Summer holidays;CN
7bbfad08-3f45-45c7-b386-8a2507af44ba;ES;2023-12-25;2024-01-05;School;Regional;ES Vacaciones de Navidad,CA Vacances de Nadal,DE Weihnachtsferien,EN Christmas holidays;CN
979a3695-345f-4604-afbd-251129de67da;ES;2024-03-25;2024-03-29;School;Regional;ES Vacaciones de Semana Santa,CA Vacances de Setmana Santa,DE Osterferien,EN Easter holidays;CN
03477b6f-189f-41b9-bb49-5f76d49ab295;ES;2024-06-22;2024-09-09;School;Regional;ES Vacaciones de verano,CA Vacances d´estiu,DE Sommerferien,EN Summer holidays;CN
5a8c57f5-c76b-4631-ada8-9a86f3e92e7a;ES;2024-12-23;2025-01-07;School;Regional;ES Vacaciones de Navidad,CA Vacances de Nadal,DE Weihnachtsferien,EN Christmas holidays;CN
bce20491-6be1-496c-a72e-73c9db76863d;ES;2025-04-14;2025-04-18;School;Regional;ES Vacaciones de Semana Santa,CA Vacances de Setmana Santa,DE Osterferien,EN Easter holidays;CN
50b7d6d2-a1b7-45fd-be52-b070de3e375d;ES;2025-06-21;2025-09-08;School;Regional;ES Vacaciones de verano,CA Vacances d´estiu,DE Sommerferien,EN Summer holidays;CN
04326dab-eb7a-49cb-ac16-c8e227b86454;ES;2025-12-22;2026-01-07;School;Regional;ES Vacaciones de Navidad,CA Vacances de Nadal,DE Weihnachtsferien,EN Christmas holidays;CN
0541b412-b4be-4db5-a7fc-99563695266b;ES;2026-03-30;2026-04-05;School;Regional;ES Vacaciones de Semana Santa,CA Vacances de Setmana Santa,DE Osterferien,EN Easter holidays;CN
a1ba86f6-eafb-4177-95aa-a2ee94f021ee;ES;2026-06-19;;EndOfLessons;Regional;ES Fin de lecciones,CA Final de lliçons,DE Unterrichtsende,EN End of lessons;CN
