Country;Code;ShortName;Category;Name;OfficialLanguages
DE;DE-MV-ABS;MV-ABS;DE Schulart,EN school type;DE Allgemeinbildende Schulen,EN General Schools;DE
DE;DE-MV-BBS;MV-BBS;DE Schulart,EN school type;DE Berufliche Schulen,EN Vocational Schools;DE
