Id;Country;StartDate;EndDate;Type;RegionalScope;Status;Name;Subdivisions
bd7f3938-001e-4f2a-8b7f-f3bde09ea092;PT;2022-07-26;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;LI-LS
26ca38c1-61ec-4ab8-bee1-600292bdf5de;PT;2022-08-01;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;PO-LO
82c95cfb-4d61-4750-a16c-5b0d9091b7f3;PT;2022-08-06;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;LE-PN
4a911b79-3fdb-48e5-8ca3-aef3f28ec7b8;PT;2022-08-08;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AC-SG,AV-OA,CB-OL,GU-GO
206fe338-3da8-4e90-9688-c5962c488b5b;PT;2022-08-10;;Public;Local;Optional;PT Dia de São Lourenço,EN St Lawrence's Day,DE Tag des Heiligen Laurentius von Rom;BA-VM,VC-PC
2efe5677-dd21-46ac-b727-ca84be5780c5;PT;2022-08-11;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AC-PV
c4382f5e-3329-4fe2-a9ad-26ebf7111ab4;PT;2022-08-13;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;CO-GO
08c4ac27-921e-4693-a6fa-82cb525b6eac;PT;2022-08-14;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;LE-BA
c2ea74ee-6030-4f30-9583-b6e5a9bed84d;PT;2022-08-16;;Public;Local;Optional;PT Dia de São Roque,EN St Roch's Day,DE Tag des Heiligen Rochus;AC-SP
be9c8d0a-732a-4288-98b8-bdee438cd08f;PT;2022-08-16;;Public;Local;Optional;PT Nascimento de Couto Jardim,EN Birthday of Couto Jardim,DE Geburtstag Couto Jardim;EV-VV
70eab3eb-3fc8-4639-be0d-d472ff0b73ea;PT;2022-08-16;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;VR-PR,VR-RP
06a396b1-0876-4f36-bc4e-60fa7de3245e;PT;2022-08-17;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;SA-CR
e73e81a7-0dc0-4445-a24a-4631ef8ecd15;PT;2022-08-19;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;BR-ES
f7afb743-5327-4d4f-90f6-c60600d17483;PT;2022-08-20;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;FA-AB,LE-AC,VC-VC
3bc73fc3-f254-48b3-9604-0733756e8178;PT;2022-08-20;;Public;Local;Optional;PT Dia de São Bernardo,EN Day of St Bernard of Clairvaux,DE Tag des Heiligen Bernhard von Clairvaux;VI-ST
83b431bb-8f12-4668-81bd-f62d9426bb1f;PT;2022-08-21;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;MA-FU
98774b09-f0c9-48bb-9d34-bf667a3f0a85;PT;2022-08-22;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AV-AL,BA-BR
5da6b173-2e74-43e7-8b27-9d31b1cb13ea;PT;2022-08-24;;Public;Local;Optional;PT Dia do padroeiro São Bartolomeu,EN St Bartholomew's Day,DE Patronatsfest des Heiligen Bartholomäus;BA-VF,PO-BA,VC-PB
b1b40656-9e6e-47fd-9d35-d3a7250ce867;PT;2022-08-25;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;GU-PI,VI-PC
a2929826-565b-43ad-aa74-3e2dc025e0e2;PT;2022-08-26;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;BA-CA
3db53b19-dbc4-4016-8709-442a4b98693b;PT;2022-08-28;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;BE-BA
af40416d-be30-49f9-922f-6f68b396b9e8;PT;2022-08-29;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;CB-VV,FA-AJ
cc730a42-6420-44d6-b562-8232808b2a81;PT;2022-09-03;;Public;Local;Optional;PT Conquista da cidade aos mouros,EN Conquest of the city from the Moors,DE Eroberung der Stadt durch die Mauren;FA-SI
c7a91508-7514-4064-88a0-f40871946e4a;PT;2022-09-07;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;CO-AR,EV-VN,FA-FA
32c2f652-9b9d-48c2-80af-cdec79adef37;PT;2022-09-08;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AV-MU,BE-OD,BE-OU,CO-MV,FA-LA,LE-NA,MA-PD,PA-MA,PO-MC,VI-LA,VI-MA,VR-SA
a4ae8e4e-6f40-45db-90b3-e345b65223bf;PT;2022-09-11;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;LI-AM,SE-MT
72d97b5c-19fb-45f7-9491-faba1d2a4191;PT;2022-09-15;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;CB-FU,FA-AC,SE-SE
6ea5fb4e-c207-4bdc-b90f-24c2e8eb5ecf;PT;2022-09-16;;Public;Local;Optional;PT Dia de Santa Eufémia,EN St Euphemia's Day,DE Tag der heiligen Euphemia;VI-TO
73c25ac7-76de-4925-9408-f1de4559cca7;PT;2022-09-19;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;CB-VR
f480df7e-f6ec-49b6-9869-c1851508f78d;PT;2022-09-20;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;VC-PL,VC-PL
02b5a6f1-134e-4433-9857-58b226293e45;PT;2022-09-21;;Public;Local;Optional;PT Dia de São Mateus,EN St Matthew's Day,DE Tag des Apostels und Evangelisten Matthäus;AV-SV
3c514a92-bc96-4c81-b513-9d2a134c1af1;PT;2022-09-21;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;CO-SO,VI-VS
508771e3-4fdc-470a-b4a6-0fe2d433b04c;PT;2022-09-22;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;SA-SD
240a6121-4279-4e3c-95ca-d2d20fcf5356;PT;2022-09-29;;Public;Local;Optional;PT Dia de São Miguel Arcanjo,EN Day of St Michael the Archangel,DE Tag des heiligen Erzengels Michael;BR-CB,CO-PL,GU-FA
dc198af2-835a-4712-966d-9bd4407ba6ae;PT;2022-09-29;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;VI-RE,VI-TR
c66811aa-9643-46da-89ff-bd31a88e7c1d;PT;2022-10-01;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;VC-VN
d4e5a9f6-e9b0-43c8-a3bd-f7b1962d80f1;PT;2022-10-03;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;BR-VM,PO-GO
843ec39b-bbb1-434f-9d4e-81d2cde817c3;PT;2022-10-07;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;CO-OH,VI-OF
aabd8eb5-3834-4c0a-9bdc-0786f2deb27f;PT;2022-10-09;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;MA-MA
0d563c7f-89ca-491a-8479-e65f50610a9a;PT;2022-10-11;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AV-SJ
70674f62-eb0b-408a-ab17-110dee7fae75;PT;2022-10-15;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;BA-MO
f8bc74a0-f37e-4d20-bda4-d506188103bf;PT;2022-10-16;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;MA-CL
0f92ff10-df1c-45c0-965e-653bfffe5b64;PT;2022-10-20;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;BR-TB,CB-CO
d93c9bc7-73cc-449b-a82d-aca06f6fe311;PT;2022-10-22;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;SE-GR
cbc8bbef-cc24-42e8-be02-c7fe0d2d243b;PT;2022-10-25;;Public;Local;Optional;PT Dia de Santa Catarina,EN St Catherine's Day,DE Tag der Heiligen Katharina;MA-CT
d8c3f514-0d0f-45b9-a714-fb3b824df99b;PT;2022-10-27;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;FA-LS
d06aaba9-15b0-4ac5-b9c1-a4809a32aa4a;PT;2022-11-06;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;PO-PF,SA-RM,VR-BO,VR-VA
ad82764e-3fee-4a70-9060-220ff0369877;PT;2022-11-11;;Public;Local;Optional;PT Dia de São Martinho,EN St Martin's Day,DE Martinstag;GU-ME,LE-PB,LI-TV,PO-PE,PO-TR,VR-AL
6dec0ae3-2967-4d23-9b13-d69b413b1d44;PT;2022-11-19;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;LI-OD
a5c31f5f-c94c-4f22-ab26-42d34575e759;PT;2022-11-23;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;PA-GA
238722c8-4b8f-4c51-b4ff-ce266afea427;PT;2022-11-24;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;SA-EN,SE-SI
2e1d1ff2-dace-4fa0-8aa7-8f708d328631;PT;2022-11-27;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;GU-GU
412c2c05-a572-47a5-8ac2-9143d7f148f7;PT;2022-11-30;;Public;Local;Optional;PT Dia de Santo André,EN St Andrew's Day,DE Tag des heiligen Apostels Andreas;VR-MF
f8e9699f-1f4e-479b-9f7f-6577c9db4f85;PT;2022-12-11;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;FA-PO
96cc4c1d-b8ee-45e4-a9c7-d4a60677833c;PT;2023-01-11;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;LE-OB
bd0b60a0-e25f-4a90-861b-f83271974556;PT;2023-01-13;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;CO-VP,EV-VA,LI-CD,VR-SM
358cb841-927a-4789-a071-98fa07b835d8;PT;2023-01-14;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;PA-EL
18b2fb22-b4e2-4fda-9825-8bdfafffe371;PT;2023-01-15;;Public;Local;Optional;PT Dia de Santo Amaro,EN St Amaro's Day,DE Tag des heiligen Amaro;MA-SC
c052ffec-10ef-44f3-a7b7-270bcfd4f5b7;PT;2023-01-20;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AV-SM
1d0f1c53-96b1-4148-82f3-ba3a44147021;PT;2023-01-22;;Public;Local;Optional;PT Dia de São Vicente,EN St Vincent's Day,DE Tag des heiligen Vinzenz von Valencia;FA-VB,MA-SV
62400cef-d882-4e88-91af-1a323f052aba;PT;2023-02-02;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;EV-MO
47cbf204-0120-41b6-a39a-09cee1a04b29;PT;2023-02-10;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;GU-AB
e53f3237-7885-4495-a17e-54d63e518ed1;PT;2023-02-18;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;VC-VA
df82bba4-b8cb-4e7e-b9f0-c2e3d05fbada;PT;2023-03-01;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;SA-TM
3f6c4d81-6394-4b2d-aa5f-11a7bb8bfd38;PT;2023-03-02;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;VI-VP
4ec9430d-6f82-4832-bf6a-fe0f605901c3;PT;2023-03-04;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;GU-MA
c2c1987b-ec06-4593-b091-9ed6fa821589;PT;2023-03-05;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;BE-FA
a95d6d6e-7fa2-4a78-b726-d470fe44c1e8;PT;2023-03-08;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;EV-MN
5371b17a-8020-45f6-b078-da95644e2286;PT;2023-03-12;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;VC-MO
e5eabbe3-df2a-4c6e-9e5a-b5bf5c47bd81;PT;2023-03-19;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;BA-TM,BR-PL,BR-VZ,SA-SA
b4e3f159-c843-489a-afbd-dc25056dd034;PT;2023-04-02;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;SA-AP
de89fde4-7b76-4c15-a1db-1ec043215dff;PT;2023-04-06;;Public;Local;Optional;PT Batalha dos Atoleiros,EN Battle of Atoleiros,DE Schlacht von Atoleiros;PA-FR
ce2e0527-fed1-4004-803e-818a6b08ef77;PT;2023-04-10;;Public;Local;Optional;PT Segunda-feira após a Páscoa,EN Easter Monday,DE Ostermontag;AV-IL,BA-FE,BE-CU,CB-PE,EV-BO,EV-MR,EV-PO,EV-RD,PA-CM,PA-CR,PA-CV,PA-NI,PA-PS,PA-SO,SA-CN,SA-MA,VC-CA
ba773415-2b3e-490e-8e37-4367e9faa9ec;PT;2023-04-10;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;CO-PS,CO-TA
54794185-c184-47f4-861e-45365f78af4d;PT;2023-04-11;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AC-LG,BE-SE
e2dcb869-c045-4821-b8d7-059740c32ebf;PT;2023-04-17;;Public;Local;Optional;PT Segunda-feira após o primeiro Domingo depois da Páscoa,EN Monday after the first Sunday after Easter,DE Montag nach dem ersten Sonntag nach Ostern;EV-AL,GU-SA,PA-AV,PA-MO
ecf56522-caad-4370-a0d0-e4539e74d278;PT;2023-04-22;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AC-PD
c58347eb-8df1-4397-bb7f-23c61b3efc5d;PT;2023-04-23;;Public;Local;Optional;PT Dia de São Jorge,EN St George's Day,DE Tag des Heiligen Sankt Georg;AC-VE
b3cd41da-8abb-4622-abd8-311cb0222e99;PT;2023-04-24;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;CB-CB
e7b1f660-b778-48f3-8d23-607d290a8474;PT;2023-04-24;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;CB-IN
c2c0313e-8233-411b-9f39-17757a3e9e37;PT;2023-04-26;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;CB-BE
b9a8deb5-2f3f-4822-8192-32d021b90bf5;PT;2023-05-02;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AV-AR
247b19cc-d2d4-4182-9bd2-25f2bea2d7c2;PT;2023-05-03;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;BR-BA,VI-SE
c4151332-c197-401e-a16b-bfebb0d4213f;PT;2023-05-04;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;SE-SS
bf1d5345-91f8-4ca0-9ebc-fe356903d75b;PT;2023-05-08;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;VR-MU
f613f7de-e7a3-40fc-95ab-8ff4339a4a8a;PT;2023-05-12;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AV-AV
67fb03bd-dc7d-4822-af28-11514ca96e0a;PT;2023-05-13;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;FA-VS
ea0b0cd0-86b1-4234-8610-0714ef1d9e0c;PT;2023-05-14;;Public;Local;Optional;PT Dia de São Frei Gil,EN Day of St Giles of Santarém,DE Tag des Heiligen Ägidius von Santarém;VI-VO
7ebf0e11-6338-462c-a9cb-26a79487ec19;PT;2023-05-15;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;LE-CR
af002f77-25b9-49cd-b42c-7801d6006f2e;PT;2023-05-16;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;BR-FA
04d12ca3-3784-4ca0-acd8-9b175d711052;PT;2023-05-17;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AV-AN,BE-BE,LE-MG,LI-VX,SA-TN
94eec3ed-e79b-44d2-bead-b2cf79764543;PT;2023-05-18;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AV-AN,AV-ME,AV-OB,BE-AV,BE-BE,BE-VI,EV-AR,EV-ES,FA-MO,LE-AN,LE-MG,LI-AL,LI-AV,LI-AZ,LI-MA,LI-SM,LI-VX,PA-AC,SA-AC,SA-AM,SA-BE,SA-CA,SA-CH,SA-GO,SA-SM,SA-TN,VC-ME,VI-MR,VI-SC
85db68c6-de19-4b47-bcb3-74fba2cd550d;PT;2023-05-20;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;BA-VN
134f180d-5bef-4d7f-b2c3-941eaa5a5e7b;PT;2023-05-21;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;GU-VF
96e20bbd-8fdc-4f60-a560-16dd6c102a8b;PT;2023-05-22;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;LE-LE
d17bc8a3-2ec2-4925-8e26-0b2835a89a97;PT;2023-05-23;;Public;Local;Optional;PT Nascimento de Sacadura Cabral,EN Birthday of Sacadura Cabral,DE Geburtstag Sacadura Cabral;GU-CB
2303c99c-8b16-4e47-8802-f01fef724da6;PT;2023-05-23;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;PA-PA
c78688af-573e-40c1-9b11-500873f5e3da;PT;2023-05-25;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;BA-MI,FA-LO,MA-SA,SA-TN
edcb8848-24b7-4a60-94cc-9be42005e5fc;PT;2023-05-29;;Public;Local;Optional;PT Segunda-feira após o Domingo de Pentecostes,EN Whit Monday,DE Pfingstmontag;AV-AG,AV-VG
3272e25c-119f-458c-b622-3b3ea8b934d7;PT;2023-05-29;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;GU-TR
15b1c0dc-8630-4d2b-85dd-03fb821856ab;PT;2023-05-30;;Public;Local;Optional;PT Terça-feira após o Domingo de Pentecostes,EN Whit Tuesday,DE Pfingstdienstag;PO-MT
01ce16cd-a80d-490b-9e45-8a405dd6c12a;PT;2023-06-01;;Public;Local;Optional;PT Nascimento de José Falcão,EN Birthday of José Falcão,DE Geburtstag José Falcão;CO-MC
da5cec2a-6078-4939-9cc7-f5bf0b3c1c79;PT;2023-06-01;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;FA-SB
de312393-5983-425e-a6ae-c1716c876ebf;PT;2023-06-01;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag manuelino;SE-PA
33c9dd0b-84e9-43e8-bc31-7da9b3d353db;PT;2023-06-04;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AV-AG
d115dd1e-cc79-4ff4-9017-21bbe63c687d;PT;2023-06-07;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;LI-OE
830e2d59-0647-45f4-8266-a4415824085d;PT;2023-06-09;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AC-PC,VR-MT
1be916ce-a074-49b8-96f2-98ecd66d1855;PT;2023-06-13;;Public;Local;Optional;PT Dia de Santo António,EN St Anthony's Day,DE Tag des heiligen Antonius von Padua;AV-ER,AV-VC,BE-AJ,BR-AM,BR-VF,BR-VV,CB-PN,EV-RM,LE-AV,LI-CS,LI-LI,SA-FZ,SA-VB,VR-VR
24ec26d4-364e-4e15-8476-8ef095cd6db5;PT;2023-06-14;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;SA-AB
cf87bec8-62cd-4dd4-ac95-5fd970fafc9a;PT;2023-06-16;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AV-EN,FA-OL
2bbb058a-df0a-4778-85bd-aacc1aa972e2;PT;2023-06-20;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AC-CO,SA-OU
f3ced0ea-b376-4b5c-96f4-fc509cccd03b;PT;2023-06-22;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;VR-VP
a4889ce0-4a22-4215-8341-3d28c6aafedb;PT;2023-06-24;;Public;Local;Optional;PT Dia de São João,EN St John's Day,DE Johannistag;AC-AH,AC-CA,AC-HO,AC-SF,AC-VC,AC-VP,AV-CP,BE-AM,BE-ME,BE-MO,BR-BR,CO-FF,CO-FF,CO-LO,FA-CM,FA-TA,LE-FV,LI-LN,PA-AR,PO-PO,PO-VA,PO-VC,PO-VG,SE-AC,SE-AM,SE-AS,VI-AR,VI-CI,VI-MB,VI-NE,VI-SJ,VI-TB
86893aee-32f5-4339-ab3e-85bc74a8e39c;PT;2023-06-24;;Public;Local;Optional;PT Batalha de São Mamede,EN Battle of São Mamede,DE Schlacht von São Mamede;BR-GU
ba4cc759-54fb-4a9f-bd62-18e504eee88b;PT;2023-06-24;;Public;Local;Optional;PT Dia de São Nuno de Santa Maria,EN St Day of Nuno de Santa Maria,DE Tag des Heiligen Nuno de Santa Maria;CB-SE
8d9bfd1a-f267-4ac8-a2ca-218bdef645f8;PT;2023-06-24;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;MA-PS
a0e50af5-46af-4bdd-9e8b-95b681264013;PT;2023-06-28;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;SE-BA
0f1ef694-77d9-4d14-8121-cc92eb256b0e;PT;2023-06-29;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AC-LP
3b1cdcc8-ccc1-46fd-8b69-530a1afb4a8f;PT;2023-06-29;;Public;Local;Optional;PT Dia de São Pedro,EN St Peter's Day,DE Tag des heiligen Petrus;AC-RG,BA-AF,BE-CV,LE-BO,LE-PM,MA-RB,PO-FE,VI-CD,VI-SP
05ea4944-875c-47d2-ab98-70d1afce1a47;PT;2023-06-29;;Public;Local;Optional;PT Dia de PT Dia de São Pedro,EN St Peter's Day,DE Tag des heiligen Petrus,EN St Peter's Day,DE Tag des heiligen Petrus;BA-MC,BR-BA,EV-EV,LI-SI,LI-TV,PO-PV,SE-MN,SE-SE,SE-SX,VI-PE
2246cfab-e8fb-4b37-bdf4-dc3035aa513e;PT;2023-07-02;;Public;Local;Optional;PT Batalha do Côa,EN Battle of the Côa,DE Schlacht an der Côa;GU-AL
7cbb58b2-591c-4ba6-9c07-c14520a228d8;PT;2023-07-03;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;GU-SE
d4de9a3b-cdbc-4232-8e72-4d3c4791b9ad;PT;2023-07-04;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;CO-CO,LE-CP
fe71c039-ef7f-4de0-928f-b7ea0b4aee3c;PT;2023-07-07;;Public;Local;Optional;PT Batalha de Salgadela,EN Battle of Salgadela,DE Schlacht von Salgadela;GU-FC
05b2835f-c862-48b3-929d-15d7ca3c8ba4;PT;2023-07-08;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;PO-AM,VR-CH
f9386576-a7ba-4fc5-b310-0696713aedf4;PT;2023-07-10;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;BA-MD,PO-MI,VC-AV
e1f092b0-4197-4528-86a6-246442074a39;PT;2023-07-11;;Public;Local;Optional;PT Dia de São Bento,EN Day of Benedict of Nursia,DE Tag des Heiligen Benedikt von Nursia;PO-ST
202d97e1-ee3c-43d9-a9b6-d5f925b43179;PT;2023-07-17;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AC-LF,PO-PA,VI-CS
fa85cc17-7f30-40b1-ac18-f88f3181696e;PT;2023-07-17;;Public;Local;Optional;PT Nascimento de António José de Almeida,EN Birthday of António José de Almeid,DE Geburtstag António José de Almeida;CO-PC
511c9c37-2df6-46c7-9922-c531d0e9a8f0;PT;2023-07-18;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;AC-NO
6b75cdf8-c0f2-4a66-a731-32a64af31688;PT;2023-07-22;;Public;Local;Optional;PT Dia de Santa Maria Madalena,EN St Mary Magdalene's Day,DE Tag der heiligen Maria Magdalena;AC-MA,MA-PM
4441c651-ee4d-41e6-b1c3-e705c7700cec;PT;2023-07-24;;Public;Local;Optional;PT Dia de Santa Cristina,EN St Christina's Day,DE Tag der heiligen Christina;CO-CN
e6906028-e8ed-452b-830d-4c9374e696a8;PT;2023-07-24;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;LE-PG
8f993e69-ee7c-45b5-8e01-b20103bc272f;PT;2023-07-25;;Public;Local;Optional;PT Dia de São Cristóvão,EN St Christopher's Day,DE Tag des Heiligen Christophorus;AV-OV
d611ea8d-9846-473b-bcda-62bc41f2f4a2;PT;2023-07-25;;Public;Local;Optional;PT Dia de São Tiago,EN St James' Day,DE Jakobstag;BR-CL,CO-CA,SE-SC,VR-MB
8f134f96-c614-4470-a82b-4ec78eb6aaaf;PT;2023-07-25;;Public;Local;Optional;PT Dia de São Tomé de Mira,EN Day of St Thomas of Mira,DE Tag des Heiligen Thomas von Mira;CO-MI
26b516dc-5559-4fa5-b430-963cf9c257fc;PT;2023-07-26;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;LI-LS
0fac8045-7f38-4a7b-b760-3fa8114ffaca;PT;2023-07-31;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;PO-LO
2a48b651-b15e-47dc-98af-c2d5c93dd57b;PT;2023-08-06;;Public;Local;Optional;PT Feriado Municipal,EN Municipal holiday,DE Kommunaler Feiertag;LE-PN
