Id;Country;StartDate;EndDate;Type;Names;Subdivisions;OUnits
ddbffcfb-51c6-4c77-ab0b-b3c74f5e1067;CZ;2021-01-29;2021-01-29;School;CS Pololetní prázdniny,DE Semesterferien,EN Half-term holidays;;
b87b1467-4077-4c8c-a245-383043897675;CZ;2021-02-01;2021-02-07;School;CS Jarní prázdniny,DE Frühjahrsferien,EN Spring holidays;LI-CL,LI-JN,LI-LB,LI-SM,VY-HB,VY-JI,VY-PE,VY-TR,VY-ZR,ST-KL,ST-KO,ST-KH,JC-PI,KR-NA,MO-BR;
31695f95-e482-48b2-8642-ca27e71b756f;CZ;2021-02-08;2021-02-14;School;CS Jarní prázdniny,DE Frühjahrsferien,EN Spring holidays;ST-MB,ST-PB,JC-TA,JC-PT,JC-ST,US-UL,US-CV,US-MO,KR-JC,KR-RK,OL-OC,OL-SU,MO-OP,OL-JE;
bbedfc52-928f-402b-bf6d-f5ad4ab3832f;CZ;2021-02-15;2021-02-21;School;CS Jarní prázdniny,DE Frühjahrsferien,EN Spring holidays;ST-BN,ST-BE,PL-RO,JC-CB,JC-CK,PL-KT,KR-TU,PA-PU,PA-CR,PA-SY,PA-UO,MO-OV,OL-PV;
b720bb3a-976a-4fdd-9995-12c086900729;CZ;2021-02-22;2021-02-28;School;CS Jarní prázdniny,DE Frühjahrsferien,EN Spring holidays;PR;PR-1-5
1722ddbd-e9ef-4bf5-b306-109684d5bba6;CZ;2021-02-22;2021-02-28;School;CS Jarní prázdniny,DE Frühjahrsferien,EN Spring holidays;JM-BK,JM-BM,JM-BO,JM-BV,JM-HO,JM-VY,JM-ZN,PL-DO,PL-TC,US-LN,MO-KI;
2bcf0084-813f-4ec2-8176-e8ed270434be;CZ;2021-03-01;2021-02-07;School;CS Jarní prázdniny,DE Frühjahrsferien,EN Spring holidays;PR;PR-6-10
b2ea5096-c5f7-41c8-af35-3fb1309142ec;CZ;2021-03-01;2021-02-07;School;CS Jarní prázdniny,DE Frühjahrsferien,EN Spring holidays;KA-CH,KA-KV,KA-SO,ST-NB,JC-JH,US-LT,US-DC,OL-PR,MO-FM;
7bbdc012-9903-4534-b00f-ad1413a0613e;CZ;2021-03-08;2021-03-14;School;CS Jarní prázdniny,DE Frühjahrsferien,EN Spring holidays;ZL-KM,ZL-UH,ZL-VS,ZL-ZL,ST-PH,ST-PZ,ST-ME,ST-RA,PL-PJ,PL-PM,PL-PS,KR-HK,US-TP,MO-NJ;
e8c5a07a-bba3-497a-b173-64cba04476a8;CZ;2021-04-01;2021-04-01;School;CS Velikonoční prázdniny,DE Osterferien,EN Easter holidays;;
