Id;Country;StartDate;EndDate;Type;RegionalScope;Name;
76009cb3-c8b0-41ed-8dec-656ba9e2f5d3;RU;2027-03-08;;Public;National;RU Международный женский день,DE Internationaler Frauentag,EN International Women's Day;
d297de22-5e5a-47aa-82b4-e9d266ff0997;RU;2027-05-01;;Public;National;RU Праздник Весны и Труда,DE Tag der Arbeit,EN Labour Day;
ef96f346-cc03-400d-8c4f-adc2121c3f5e;RU;2027-05-09;;Public;National;RU День Победы,DE Tag des Sieges,EN Victory Day;
d1565078-ecd2-42bd-81f6-5d371d40b001;RU;2027-06-12;;Public;National;RU День России,DE Russlandtag,EN Russia Day;
ed9e00b0-2b37-4cfb-993c-fe19198172ac;RU;2027-11-04;;Public;National;RU День народного единства,DE Tag der nationalen Einheit,EN National Unity Day;
f316ac8b-8f59-4a26-a152-b7cc9e573975;RU;2028-01-01;2028-01-06;Public;National;RU Новогодние каникулы,DE Neujahrsferien,EN New Year's Holidays;
420c656b-4ccd-449b-b271-5d70b2071f90;RU;2028-01-07;;Public;National;RU Православное Рождество,DE Geburt Christi (Orthodoxe Weihnachten),EN Nativity of Christ (Orthodox Christmas);
a5962425-c342-4fdc-aabb-f9831b86fd60;RU;2028-01-08;;Public;National;RU Новогодние каникулы,DE Neujahrsferien,EN New Year's Holidays;
184609df-ccfa-4851-bfb5-50ff22117e00;RU;2028-02-23;;Public;National;RU День защитника Отечества,DE Tag des Verteidigers des Vaterlandes,EN Defender of the Fatherland Day;
80ae9930-5342-456d-967a-8c840e4a3a66;RU;2028-03-08;;Public;National;RU Международный женский день,DE Internationaler Frauentag,EN International Women's Day;
d12957ef-1c8c-4758-91c7-932e84ed9e2c;RU;2028-05-01;;Public;National;RU Праздник Весны и Труда,DE Tag der Arbeit,EN Labour Day;
c76090d0-c003-4f13-8b43-471dc53dd200;RU;2028-05-09;;Public;National;RU День Победы,DE Tag des Sieges,EN Victory Day;
b13e168f-a181-4858-9bc8-ded51261286f;RU;2028-06-12;;Public;National;RU День России,DE Russlandtag,EN Russia Day;
370b8898-4484-4cb2-a658-1d28f7758dd8;RU;2028-11-04;;Public;National;RU День народного единства,DE Tag der nationalen Einheit,EN National Unity Day;
15427db6-cc00-4c5e-b33d-9f041e6d8207;RU;2029-01-01;2029-01-06;Public;National;RU Новогодние каникулы,DE Neujahrsferien,EN New Year's Holidays;
89b9c1d1-70d6-4cfc-9e98-a296ff841823;RU;2029-01-07;;Public;National;RU Православное Рождество,DE Geburt Christi (Orthodoxe Weihnachten),EN Nativity of Christ (Orthodox Christmas);
6fd6878d-3593-43ea-9c2c-e238e48964b9;RU;2029-01-08;;Public;National;RU Новогодние каникулы,DE Neujahrsferien,EN New Year's Holidays;
661cd6b6-ffc4-4846-b57a-ee5ad5588777;RU;2029-02-23;;Public;National;RU День защитника Отечества,DE Tag des Verteidigers des Vaterlandes,EN Defender of the Fatherland Day;
59973488-f0cf-478f-a53f-507b49c85316;RU;2029-03-08;;Public;National;RU Международный женский день,DE Internationaler Frauentag,EN International Women's Day;
b900750f-2979-42b5-8181-3a8361d68a62;RU;2029-05-01;;Public;National;RU Праздник Весны и Труда,DE Tag der Arbeit,EN Labour Day;
3a32d35f-de8a-4eed-b3db-327cee240af0;RU;2029-05-09;;Public;National;RU День Победы,DE Tag des Sieges,EN Victory Day;
b287a585-964e-4805-82ef-5aa6dde30c58;RU;2029-06-12;;Public;National;RU День России,DE Russlandtag,EN Russia Day;
931353ea-0944-4a46-80c3-26bdff241c92;RU;2029-11-04;;Public;National;RU День народного единства,DE Tag der nationalen Einheit,EN National Unity Day;
f75eb0a5-7004-44f5-bdae-73262118de18;RU;2030-01-01;2030-01-06;Public;National;RU Новогодние каникулы,DE Neujahrsferien,EN New Year's Holidays;
e0ca24aa-612e-4bc1-b21e-afb571defc35;RU;2030-01-07;;Public;National;RU Православное Рождество,DE Geburt Christi (Orthodoxe Weihnachten),EN Nativity of Christ (Orthodox Christmas);
c5d19855-1928-491b-910c-9c5f455282c8;RU;2030-01-08;;Public;National;RU Новогодние каникулы,DE Neujahrsferien,EN New Year's Holidays;
f6779c4d-3ece-4b8c-8d96-6440688c28d3;RU;2030-02-23;;Public;National;RU День защитника Отечества,DE Tag des Verteidigers des Vaterlandes,EN Defender of the Fatherland Day;
96523190-98e4-426c-8783-8a416c01a576;RU;2030-03-08;;Public;National;RU Международный женский день,DE Internationaler Frauentag,EN International Women's Day;
5b8b6473-12b6-4229-90a6-200aee0e3308;RU;2030-05-01;;Public;National;RU Праздник Весны и Труда,DE Tag der Arbeit,EN Labour Day;
d1edc896-ee82-49b9-b876-8009e4667a9c;RU;2030-05-09;;Public;National;RU День Победы,DE Tag des Sieges,EN Victory Day;
44484299-3edf-40a6-8d60-62e8ee6b87b1;RU;2030-06-12;;Public;National;RU День России,DE Russlandtag,EN Russia Day;
120b5b0e-8b5a-41de-bd0e-bff8196bf1b7;RU;2030-11-04;;Public;National;RU День народного единства,DE Tag der nationalen Einheit,EN National Unity Day;
