Id;Country;StartDate;EndDate;Type;RegionalScope;Name;Comment
6c67e9d7-f917-4223-b263-aac519844be3;IE;2025-12-26;;Public;National;GA Lá Fhéile Stiofáin,EN St. Stephen's Day,DE Stefanstag;
f523f305-dfd7-4f82-bf0b-6c4746b225f1;IE;2026-01-01;;Public;National;GA Lá Caille,EN New Year's Day,DE Neujahr;
1303da05-486c-420d-932a-534f0a4d1b51;IE;2026-02-02;;Public;National;GA Lá Fhéile Bríde,EN Saint Brigid's Day,DE St Brigid’s Day;
6475b93c-540c-4204-ba76-21f24d537442;IE;2026-03-17;;Public;National;GA Lá Fhéile Pádraig,EN Saint Patrick's Day,DE Saint Patrick’s Day;
190b72cd-c2d3-44e5-a42e-f98485372f4c;IE;2026-04-06;;Public;National;GA Luan Cásca,EN Easter Monday,DE Ostermontag;
257045ce-aef2-497e-8b08-df89f5a48e2f;IE;2026-05-04;;Public;National;GA Lá Bealtaine,EN May Day,DE May Day;
a3903553-da0d-418a-8550-f9d38318e843;IE;2026-06-01;;Public;National;GA Lá Saoire i mí an Mheithimh,EN June Holiday,DE Feiertag im Juni;
d79eec81-fae5-46c6-b9ad-3d9be961ddc3;IE;2026-08-03;;Public;National;GA Lá Saoire i mí Lúnasa,EN August Holiday,DE Feiertag im August;
c5dca3fa-7aa5-41a0-bd17-616bb512c9f1;IE;2026-10-26;;Public;National;GA Lá Saoire i mí Dheireadh Fómhair,EN October Holiday,DE Feiertag im Oktober;
c5bbcfd2-cc3f-4592-b684-15968257152c;IE;2026-12-25;;Public;National;GA Lá Nollag,EN Christmas Day,DE Weihnachtstag;
9083162f-3bd6-4883-a336-7f4f64975f03;IE;2026-12-26;;Public;National;GA Lá Fhéile Stiofáin,EN St. Stephen's Day,DE Stefanstag;
b73ecd1d-2c34-4734-a372-0d28e6a47160;IE;2027-01-01;;Public;National;GA Lá Caille,EN New Year's Day,DE Neujahr;
160093c0-3146-4add-bdb8-1fe8daa2764a;IE;2027-02-01;;Public;National;GA Lá Fhéile Bríde,EN Saint Brigid's Day,DE St Brigid’s Day;
f33743cf-12d2-4b6f-a268-cdce3d51c44a;IE;2027-03-17;;Public;National;GA Lá Fhéile Pádraig,EN Saint Patrick's Day,DE Saint Patrick’s Day;
863d848c-6858-4d13-8833-10b4999b49e5;IE;2027-03-29;;Public;National;GA Luan Cásca,EN Easter Monday,DE Ostermontag;
97eb268c-3762-4c48-b4a2-faf728bfdee3;IE;2027-05-03;;Public;National;GA Lá Bealtaine,EN May Day,DE May Day;
c23ad0c4-523c-47d4-83aa-2b6ce6bac568;IE;2027-06-04;;Public;National;GA Lá Saoire i mí an Mheithimh,EN June Holiday,DE Feiertag im Juni;
422c11af-9d28-4646-b697-2b31c63e63fd;IE;2027-08-02;;Public;National;GA Lá Saoire i mí Lúnasa,EN August Holiday,DE Feiertag im August;
3da3456f-9891-452b-8e55-56f73081999e;IE;2027-10-25;;Public;National;GA Lá Saoire i mí Dheireadh Fómhair,EN October Holiday,DE Feiertag im Oktober;
50fda45d-b6e2-48db-89c5-78d44bcdb273;IE;2027-12-25;;Public;National;GA Lá Nollag,EN Christmas Day,DE Weihnachtstag;
2e3a11fc-538c-4b6d-a240-ff6559890a85;IE;2027-12-26;;Public;National;GA Lá Fhéile Stiofáin,EN St. Stephen's Day,DE Stefanstag;
295618c5-1c7a-4b16-9df6-46d31487045a;IE;2028-01-01;;Public;National;GA Lá Caille,EN New Year's Day,DE Neujahr;
655ca428-c7d6-433d-9ca2-e73d3e88e91f;IE;2028-02-07;;Public;National;GA Lá Fhéile Bríde,EN Saint Brigid's Day,DE St Brigid’s Day;
