Id;Country;StartDate;EndDate;Type;Name;Subdivisions;Comment
1f3a19dc-937a-4efb-925d-7f8f39aafeef;AT;2020-02-10;2020-02-15;School;DE Semesterferien,EN Semester Holidays;SB;
ece17028-2a3e-4685-add6-cde3961f5910;AT;2020-04-04;2020-04-14;School;DE Osterferien,EN Easter Holidays;SB;
bc13ef04-726a-409f-a8d5-71e04d59f71d;AT;2020-05-30;2020-06-02;School;DE Pfingstferien,EN Pentecost Holidays;SB;
c267569c-9fc7-4d20-af0f-fffea02efed5;AT;2020-07-11;2020-09-13;School;DE Sommerferien,EN Summer Holidays;SB;
18ce1bcd-e6bd-48c9-aaed-7bcdc45925ab;AT;2020-10-27;2020-10-31;School;DE Herbstferien,EN Autumn Holidays;SB;
74a33dbf-d9da-49fb-8088-14ecf5ddd470;AT;2020-12-24;2021-01-06;School;DE Weihnachtsferien,EN Christmas Holidays;SB;
1c1565b7-5a25-4307-a379-7f0242b37dc9;AT;2021-02-08;2021-02-13;School;DE Semesterferien,EN Semester Holidays;SB;
d7253a8e-f731-4829-bf09-29d5619b8f1a;AT;2021-03-27;2021-04-05;School;DE Osterferien,EN Easter Holidays;SB;
6b937193-732d-4da7-9f9b-ddaf3bec96b6;AT;2021-05-22;2021-05-24;School;DE Pfingstferien,EN Pentecost Holidays;SB;
21c1efb4-4fe6-4e1b-8af4-4ad385a38b30;AT;2021-07-10;2021-09-12;School;DE Sommerferien,EN Summer Holidays;SB;
42844382-5cb0-4af6-a3ad-8ccad34c5c63;AT;2021-10-27;2021-10-31;School;DE Herbstferien,EN Autumn Holidays;SB;
f213e93c-b061-489a-bae8-1184bf24c00f;AT;2021-12-24;2022-01-06;School;DE Weihnachtsferien,EN Christmas Holidays;SB;
5f52f2a5-9a20-4379-8aa5-81a9e64b8c34;AT;2022-02-14;2022-02-19;School;DE Semesterferien,EN Semester Holidays;SB;
221f309d-78e1-40eb-9698-bfcc50abf3d7;AT;2022-04-09;2022-04-18;School;DE Osterferien,EN Easter Holidays;SB;
7214f241-d853-4af4-b058-6bf3beef0c72;AT;2022-06-04;2022-06-06;School;DE Pfingstferien,EN Pentecost Holidays;SB;
b730dbde-8c1c-492a-b7ad-c6794bc982da;AT;2022-07-09;2022-09-11;School;DE Sommerferien,EN Summer Holidays;SB;
9155b581-0ca1-4646-8f56-c5c3b0b02c85;AT;2022-10-27;2022-10-31;School;DE Herbstferien,EN Autumn Holidays;SB;
cf4effdb-1368-456a-a94e-6970977b8e94;AT;2022-12-24;2023-01-06;School;DE Weihnachtsferien,EN Christmas Holidays;SB;
6565213f-6017-4257-ba10-d1bb253f81a2;AT;2023-02-13;2023-02-18;School;DE Semesterferien,EN Semester Holidays;SB;
96a36823-ef61-4c47-bbd8-8e51e46b4691;AT;2023-04-01;2023-04-10;School;DE Osterferien,EN Easter Holidays;SB;
4a2b804d-6834-4ace-8b1e-2b2d8e2a6798;AT;2023-05-27;2023-05-29;School;DE Pfingstferien,EN Pentecost Holidays;SB;
9f294eb9-5fe3-454b-94ab-c6b68d5a8e4f;AT;2023-07-08;2023-09-10;School;DE Sommerferien,EN Summer Holidays;SB;
